Country_Name,Country_Code,Indicator_Name,Indicator_Code,2008
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1
Slovenia,SVN,"Population, total",SP.POP.TOTL,2021316
Slovenia,SVN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.419677348
Slovenia,SVN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.208994475
Slovenia,SVN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.37132597
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.27
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,503541
Solomon Islands,SLB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,34.86672134
Solomon Islands,SLB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.27380768
Solomon Islands,SLB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,59.85948823
Somalia,SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.566
Somalia,SOM,"Population, total",SP.POP.TOTL,9140259
Somalia,SOM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.25638905
Somalia,SOM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.70455608
Somalia,SOM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.03906206
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.557
South Africa,ZAF,"Population, total",SP.POP.TOTL,48793022
South Africa,ZAF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,66.7227194
South Africa,ZAF,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.751490905
South Africa,ZAF,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,28.5257897
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.45
South Sudan,SSD,"Population, total",SP.POP.TOTL,9118386
South Sudan,SSD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
South Sudan,SSD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
South Sudan,SSD,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Spain,ESP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5
Spain,ESP,"Population, total",SP.POP.TOTL,45555716
Spain,ESP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.41573583
Spain,ESP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.821945283
Spain,ESP,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.76232153
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.822
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,20217000
Sri Lanka,LKA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8.557386884
Sri Lanka,LKA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,26.07099432
Sri Lanka,LKA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,65.37159662
St. Kitts and Nevis,KNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,51110
St. Kitts and Nevis,KNA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8.051393643
St. Kitts and Nevis,KNA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.179804401
St. Kitts and Nevis,KNA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,82.76880196
St. Lucia,LCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.621
St. Lucia,LCA,"Population, total",SP.POP.TOTL,172734
St. Lucia,LCA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.0289911
St. Lucia,LCA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.968615232
St. Lucia,LCA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,78.00239367
St. Martin (French part),MAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,29376
St. Martin (French part),MAF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
St. Martin (French part),MAF,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
St. Martin (French part),MAF,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
St. Vincent and the Grenadines,VCT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.264
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,109158
St. Vincent and the Grenadines,VCT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.37897368
St. Vincent and the Grenadines,VCT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.215552632
St. Vincent and the Grenadines,VCT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,76.40547368
Sudan,SDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.883
Sudan,SDN,"Population, total",SP.POP.TOTL,34040065
Sudan,SDN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,42.76276547
Sudan,SDN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,13.27916774
Sudan,SDN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,43.95806679
Suriname,SUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.272
Suriname,SUR,"Population, total",SP.POP.TOTL,515372
Suriname,SUR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.15270295
Suriname,SUR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.840964
Suriname,SUR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,71.00634211
Swaziland,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.935
Swaziland,SWZ,"Population, total",SP.POP.TOTL,1153929
Swaziland,SWZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,61.79764921
Swaziland,SWZ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.52629033
Swaziland,SWZ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.67607754
Sweden,SWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9
Sweden,SWE,"Population, total",SP.POP.TOTL,9219637
Sweden,SWE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.10010591
Sweden,SWE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.207839552
Sweden,SWE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.692059
Switzerland,CHE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8
Switzerland,CHE,"Population, total",SP.POP.TOTL,7647675
Switzerland,CHE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.038562758
Switzerland,CHE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.911365218
Switzerland,CHE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.05007688
Syrian Arab Republic,SYR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.452
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,20346056
Syrian Arab Republic,SYR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.8481004
Syrian Arab Republic,SYR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.826423553
Syrian Arab Republic,SYR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.32546182
Tajikistan,TJK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.583
Tajikistan,TJK,"Population, total",SP.POP.TOTL,7275252
Tajikistan,TJK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,37.19121476
Tajikistan,TJK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.034798565
Tajikistan,TJK,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,58.77398668
Tanzania,TZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.588
Tanzania,TZA,"Population, total",SP.POP.TOTL,42353790
Tanzania,TZA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,65.51959103
Tanzania,TZA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.86567166
Tanzania,TZA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,26.61473335
Thailand,THA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.164
Thailand,THA,"Population, total",SP.POP.TOTL,66185340
Thailand,THA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,16.61298098
Thailand,THA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.26925374
Thailand,THA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,71.11776358
Timor-Leste,TMP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.713
Timor-Leste,TMP,"Population, total",SP.POP.TOTL,1077911
Timor-Leste,TMP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,60.17786638
Timor-Leste,TMP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.467986389
Timor-Leste,TMP,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,34.35414156
Togo,TGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.657
Togo,TGO,"Population, total",SP.POP.TOTL,5987491
Togo,TGO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,61.06438546
Togo,TGO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.03067431
Togo,TGO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,33.90493087
Tonga,TON,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.184
Tonga,TON,"Population, total",SP.POP.TOTL,102947
Tonga,TON,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,22.22013439
Tonga,TON,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.059316901
Tonga,TON,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,73.72056356
Trinidad and Tobago,TTO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.939
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1316449
Trinidad and Tobago,TTO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.23045418
Trinidad and Tobago,TTO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.840476002
Trinidad and Tobago,TTO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.92905593
Tunisia,TUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.8
Tunisia,TUN,"Population, total",SP.POP.TOTL,10328900
Tunisia,TUN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,21.93455092
Tunisia,TUN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.514734974
Tunisia,TUN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,71.55071411
Turkey,TUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.805
Turkey,TUR,"Population, total",SP.POP.TOTL,70363511
Turkey,TUR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.462042822
Turkey,TUR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.652978479
Turkey,TUR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,84.88497058
Turkmenistan,TKM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.749
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4917543
Turkmenistan,TKM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,19.26256634
Turkmenistan,TKM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.120459049
Turkmenistan,TKM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,72.61696088
Turks and Caicos Islands,TCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,29481
Turks and Caicos Islands,TCA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Turks and Caicos Islands,TCA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Turks and Caicos Islands,TCA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Tuvalu,TUV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9788
Tuvalu,TUV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,21.48801544
Tuvalu,TUV,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.220329333
Tuvalu,TUV,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,73.29175617
Uganda,UGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.106
Uganda,UGA,"Population, total",SP.POP.TOTL,31778799
Uganda,UGA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,64.48168939
Uganda,UGA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.39173159
Uganda,UGA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,25.12656957
Ukraine,UKR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.31
Ukraine,UKR,"Population, total",SP.POP.TOTL,46258200
Ukraine,UKR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.846065381
Ukraine,UKR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.999166738
Ukraine,UKR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.1547639
United Arab Emirates,ARE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.207
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,6798635
United Arab Emirates,ARE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.52123782
United Arab Emirates,ARE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,20.85556554
United Arab Emirates,ARE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,66.62320527
United Kingdom,GBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.4
United Kingdom,GBR,"Population, total",SP.POP.TOTL,61393521
United Kingdom,GBR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8.203660625
United Kingdom,GBR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.629015922
United Kingdom,GBR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,88.16732175
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.2
United States,USA,"Population, total",SP.POP.TOTL,304093966
United States,USA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.049291811
United States,USA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.384100424
United States,USA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.56662347
Uruguay,URY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.319
Uruguay,URY,"Population, total",SP.POP.TOTL,3348898
Uruguay,URY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,7.794155459
Uruguay,URY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.653992656
Uruguay,URY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.55185785
Uzbekistan,UZB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.083453285
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,27302800
Uzbekistan,UZB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.38299276
Uzbekistan,UZB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.876505199
Uzbekistan,UZB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,78.74050204
Vanuatu,VUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.013
Vanuatu,VUT,"Population, total",SP.POP.TOTL,225398
Vanuatu,VUT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,24.43416932
Vanuatu,VUT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.327729211
Vanuatu,VUT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,70.23811953
"Venezuela, RB",VEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.123
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28120312
"Venezuela, RB",VEN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.49795596
"Venezuela, RB",VEN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,20.93657897
"Venezuela, RB",VEN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,65.56546507
Vietnam,VNM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.541
Vietnam,VNM,"Population, total",SP.POP.TOTL,85122300
Vietnam,VNM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,16.37350553
Vietnam,VNM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.044215311
Vietnam,VNM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,74.58227916
Virgin Islands (U.S.),VIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.55
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,107091
Virgin Islands (U.S.),VIR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Virgin Islands (U.S.),VIR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Virgin Islands (U.S.),VIR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
West Bank and Gaza,WBG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.572
West Bank and Gaza,WBG,"Population, total",SP.POP.TOTL,3596688
West Bank and Gaza,WBG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
West Bank and Gaza,WBG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
West Bank and Gaza,WBG,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
"Yemen, Rep.",YEM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.72
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,21703571
"Yemen, Rep.",YEM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,43.72876159
"Yemen, Rep.",YEM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.05398331
"Yemen, Rep.",YEM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,45.21724174
Zambia,ZMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.356
Zambia,ZMB,"Population, total",SP.POP.TOTL,12456527
Zambia,ZMB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,64.17145464
Zambia,ZMB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.998175743
Zambia,ZMB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,26.83034918
Zimbabwe,ZWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.895
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,12784041
Zimbabwe,ZWE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,75.37602967
Zimbabwe,ZWE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.804944619
Zimbabwe,ZWE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,20.8190093
